,ID,description,company size
10,https://de.linkedin.com/company/hawker-gmbh?trk=public_jobs_topcard_logo,"Adecco ist in 60 Ländern vertreten und zählt zu den zehn größten Arbeitgebern weltweit. Wir haben es zu unserer Aufgabe gemacht, eine Brücke zwischen Unternehmen und Menschen zu schlagen. In unseren verschiedenen Geschäftsbereichen, wie zum Beispiel Industrial und Office, konzentrieren wir uns auf die spezifische Personalentwicklung für unsere Kunden – vom Mittelständler bis zum internationalen Konzern. Kerndienstleistungen sind Arbeitnehmerüberlassung, Personalvermittlung, Inhouse Outsourcing, Consulting, OnSite Management sowie Arbeitsschutz und Prävention. Durch das hauseigene Personalentwicklungsprogramm „Adecco Career Up“ verfügen wir über eine außergewöhnliche Expertise in der Mitarbeiterqualifizierung. 

Als Tochterunternehmen der internationalen Adecco Gruppe mit Sitz in der Schweiz sind wir ein Teil des Weltmarktführers unter den Personaldienstleistern. Mit mehr als 5.100 Niederlassungen in allen Ländern und Regionen rund um den Globus bietet die Adecco Gruppe ein breites Spektrum an Personaldienstleistungen und verbindet täglich mehr als 700.000 Arbeitskräfte mit über 100.000 Unternehmen.


Sämtliche Bezeichnungen richten sich an beide Geschlechter.",10.001+ Beschäftigte
21,https://de.linkedin.com/company/cormes?trk=public_jobs_topcard_logo,"IONOS ist der führende europäische Digitalisierungs-Partner für kleine und mittlere Unternehmen (KMU). IONOS hat mehr als sechs Millionen Kundinnen und Kunden und ist mit einer weltweit verfügbaren Plattform in 18 Märkten in Europa und Nordamerika aktiv. Mit seinen Web Presence & Productivity-Angeboten agiert das Unternehmen als “One-Stop-Shop"" für alle Digitalisierungs-Bedürfnisse - von Domains und Webhosting über klassische Website-Builder und Do-It-Yourself-Lösungen, von E-Commerce bis zu Online-Marketing-Tools. Darüber hinaus bietet IONOS Cloud-Lösungen für Firmen, die im Zuge der Weiterentwicklung ihres Geschäfts in die Cloud wechseln möchten. ",1.001–5.000 Beschäftigte
23,https://de.linkedin.com/company/attends-gmbh?trk=public_jobs_topcard_logo,"SUMAX – Online Marketing Agentur: Von Suchmaschinenoptimierung (SEO Optimierung) über Suchmaschinenmarketing bis hin zu Online Reputation Management und Social Media: Können wir alles - und machen wir auch! Wir sind einer der marktführenden Anbieter für SEO Optimierungen und konnten schon bei mehreren tausend Web-Projekten zeigen, dass wir für den Erfolg unserer Kunden Berge versetzen. Wir brennen für Online Marketing und sind offizieller Google Premium Partner. Als SEO Agentur sorgen wir mit Engagement, Erfahrung und Expertise dafür, dass die Online-Präsenz Ihrer Webseite langfristig gesteigert wird.",51–200 Beschäftigte
26,https://de.linkedin.com/company/wikagroup?trk=public_jobs_topcard_logo,"Die Siemens AG (Berlin und München) ist ein führender internationaler Technologiekonzern, der seit mehr als 170 Jahren für technische Leistungsfähigkeit, Innovation, Qualität, Zuverlässigkeit und Internationalität steht. Das Unternehmen ist weltweit aktiv, und zwar schwerpunktmäßig auf den Gebieten intelligente Infrastruktur bei Gebäuden und dezentralen Energiesystemen sowie Automatisierung und Digitalisierung in der Prozess- und Fertigungsindustrie. Siemens verbindet die physische und digitale Welt — mit dem Anspruch, daraus einen Nutzen für Kunden und Gesellschaft zu erzielen. Durch Mobility, einem der führenden Anbieter intelligenter Mobilitätslösungen für den Schienen- und Straßenverkehr, gestaltet Siemens außerdem den Weltmarkt für den Personen- und Güterverkehr mit. Über die Mehrheitsbeteiligung an dem börsennotierten Unternehmen Siemens Healthineers gehört Siemens zudem zu den weltweit führenden Anbietern von Medizintechnik und digitalen Gesundheitsservices. Darüber hinaus hält Siemens eine Minderheitsbeteiligung an der seit dem 28. September 2020 börsengelisteten Siemens Energy, einem der weltweit führenden Unternehmen in der Energieübertragung und -erzeugung. 
Im Geschäftsjahr 2020, das am 30. September 2020 endete, erzielte der Siemens-Konzern einen Umsatz von 57,1 Milliarden Euro und einen Gewinn nach Steuern von 4,2 Milliarden Euro. Zum 30.09.2020 hatte das Unternehmen weltweit rund 293.000 Beschäftigte. Weitere Informationen finden Sie im Internet unter www.siemens.com.",10.001+ Beschäftigte
27,https://de.linkedin.com/company/sparkassen-einkaufsgesellschaft?trk=public_jobs_topcard_logo,"Standardisieren. Bündeln. Sparen. Die Sparkassen-Einkaufsgesellschaft (SEG) ist der zentrale Einkaufsdienstleister der Sparkassen-Finanzgruppe. Wir vereinheitlichen unter Berücksichtigung individueller Kundenbedürfnisse Beschaffungsportfolios, optimieren interne Beschaffungsprozesse und fassen bundesweit das Nachfragepotenzial der Sparkassen-Finanzgruppe zusammen.

Vom umfassenden und zielgruppengerechten Mobilitätskonzept der Zukunft über Möbel vom Keller bis zum Dach bis hin zu Büro- und Verbrauchsartikeln im Eigendesign – wir bieten den Sparkassen passende Lösungen für jeden Bedarf.

Unsere zentralen Geschäftsfelder:
• Online-Einkaufsplattform
• Rahmenvertragsmanagement mit für unsere Kunden relevanten Herstellern & Lieferanten
• Projektgeschäft – Sonderbeschaffungen & Durchführung revisionssicherer Ausschreibungen

Die Sparkassen-Einkaufsgesellschaft ist ein Unternehmen der DSV-Gruppe.
",51–200 Beschäftigte
29,https://de.linkedin.com/company/carma-marketing?trk=public_jobs_topcard_logo,"AWA AUSSENWIRTSCHAFTS-AKADEMIE GmbH (""AWA FOREIGN TRADE ACADEMY"") is one of the largest German providers of seminars, workshops and congresses on all subjects relating to foreign trade.

Thorough training is of fundamental importance to companies because it ensures their employees clear imports and exports in accordance with legal requirements.

We offer training for employees, managers and directors of international companies in aspects of foreign trade (e.g. customs clearance, export controls, VAT connected with international transactions as well as compliance and internal organisation). We also offer regular updates on recent statutory amendments. 

The seminar programme is supplemented by e-learning, such as distance-learning as well as bespoke inhouse training courses delivered on-site. 

Our homepage contains information on the subjects and dates of our seminars on customs, export, VAT, compliance, preferential treatment and many other important areas of international trade.

Legal notice: awa.onl/z",11–50 Beschäftigte
30,https://de.linkedin.com/company/awa-aussenwirtschafts-akademie-gmbh?trk=public_jobs_topcard_logo,"Wer wir sind? Mit über 100.000 Studierenden und mehr als 4.000 Mitarbeitenden sind wir Deutschlands größte Hochschule und der am schnellsten wachsende Arbeitgeber in der Bildungsbranche!
 
Die IU Internationale Hochschule wurde 1998 gegründet und vereint unter ihrem Dach drei voneinander unabhängige Hochschulbereiche:

Das IU Fernstudium bietet ein extrem flexibles Online-Modell, in dem die Studierenden zeit- und ortsungebunden ihren Abschluss erreichen können – inklusive eines virtuellen Campus und jederzeit verfügbaren Online-Klausuren. Das Studienangebot umfasst Bachelor- und Masterprogramme aus den Bereichen Hospitality, Tourismus & Event, Gesundheit & Soziales, Transport & Logistik, IT & Technik, Wirtschaft & Management und Human Resources.

Die IU Campus Studies bereiten Studierende an den drei Campus-Standorten Berlin, Bad Honnef und Bad Reichenhall auf eine internationale Karriere im Management vor. Das Studienangebot umfasst englischsprachige Bachelor- und Masterstudiengänge aus den Bereichen Hospitality, Tourism & Event, Health Care, Transport & Logistics, IT & Engineering, Business & Management und Human Resources.

Die IU Duales Studium bietet an deutschlandweit über 40 Standorten ein innovatives duales Studienprogramm. Die dualen Bachelor- und Masterstudiengänge umfassen die Bereiche Architektur & Bau, Tourismus, Gesundheit & Soziales, Transport & Logistik, Wirtschaft & Management und Human Resources. Das Studienmodell ist gekennzeichnet durch einen regelmäßigen Wechsel zwischen Theorie am Campus und praktischer Berufserfahrung in einem Partnerunternehmen.

Impressum: https://www.iu.de/impressum/",1.001–5.000 Beschäftigte
31,https://de.linkedin.com/company/iu-hochschule?trk=public_jobs_topcard_logo,"ABOUT YOU digitises the classic shopping stroll by creating an inspiring and personalised shopping experience on the smartphone. At ABOUT YOU, the focus is on the customers, who are supported in expressing themselves individually through fashion. On the website aboutyou.com and the multi-award winning ABOUT YOU app, customers find versatile inspiration and more than 500,000 items from over 3,500 brands. With more than 45 million unique active users per month, ABOUT YOU is one of the largest fashion and lifestyle platforms in Europe. It is currently active in 26 European markets. With SCAYLE, the fashion tech company also offers its own e-commerce infrastructure as a licensed product. The shares of ABOUT YOU are listed on the Frankfurt Stock Exchange and were admitted to the SDAX® index in September 2021.

ABOUT YOU Holding SE was founded in 2014 as a subsidiary of the Otto Group and is now part of the group portfolio. The management team includes serial entrepreneurs and digital experts Tarek Müller (Marketing & Brands) and Sebastian Betz (Tech & Product), as well as former Roland Berger-strategist Hannes Wiese (Operations & Finance).

We offer SCAYLE, our own backend BACKBONE as a licensed product. This is a real game changer in terms of high scale eCommerce infrastructures: https://www.scayle.com/ 

Legal notice
Responsible for editorial content:
 
ABOUT YOU Holding SE
Domstrasse 10
20095 Hamburg Germany
 
Phone: +49 40 638 569 – 0
E-mail: info@aboutyou.de
www.corporate.aboutyou.de    
 
Local court: Amtsgericht Hamburg
Registration number: HRB 170972
 
Management Board: Tarek Müller, Hannes Wiese, Sebastian Betz
Chairman of the Supervisory Board: Sebastian Klauke
 
VAT ID No.: DE341641169
Tax No.: 27/240/02458
",1.001–5.000 Beschäftigte
32,https://de.linkedin.com/company/about-you?trk=public_jobs_topcard_logo,"tpojobs-aktuell.de ist das Jobportal der Unternehmensfamilie Müller Medien und weiteren Partnerunternehmen aus der Medienbranche.

In Zusammenarbeit mit renommierten Unternehmen bieten wir fundierte Ausbildungswege und interessante Positionen im Vertrieb, Online/Marketing, IT und weiteren spannenden Bereichen.
Wir freuen uns auf Ihren Besuch unter www.topjobs-aktuell.de.
",201–500 Beschäftigte
33,https://de.linkedin.com/company/topjobs-aktuell?trk=public_jobs_topcard_logo,"JOIN ist deine Chance, bei einem revolutionären und schnellwachsenden HR Tech Startup mit globaler Vision dabei zu sein. Mit einem fantastischen Tech Produkt und einem erfahrenen und passionierten Management Team wird JOIN aus dem Herzen Berlins entwickelt.

JOIN ist die Zukunft des Recruitings und befähigt dich, deine Traumkandidaten effizienter zu finden und einzustellen. Mit Killer Features wie Job Page Creation, Career Page Generation, automatischem Cross Channel Multi-Posting sowie Bewerbermanagement beschleunigt und vereinfacht JOIN deinen Recruitingprozess und reduziert gleichzeitig massiv die Kosten. Mit hunderten Firmenkunden, die bereits auf JOIN vertrauen, tausenden Kandidaten sowie substantiellem Funding ist JOIN herausragend positioniert, die HR Welt zu erobern.",51–200 Beschäftigte
34,https://de.linkedin.com/company/join-com?trk=public_jobs_topcard_logo,"Wir wissen und erleben täglich, dass Technologien und die Anforderungen sich verändern. Somit ist das Wichtigste für eine nachhaltige und sinnvolle Entwicklung eine vorausschauende Konzeption. Wir entwickeln in agilen, co-creating Prozessen gemeinsam mit unseren Kunden zukunftsfähige Software-Lösungen. Das bestimmt unser Denken und Handeln bei escape. 
Gemeinsam mit unseren Kunden entwickeln wir zukunftsfähige Software-Lösungen. 

Wir lieben komplexe Projekte – und einfache Wege.  
Die Basis unserer Arbeit bildet das cellms® Framework– unsere eigene Software, die wir entwickeln und als Digitalisierungsplattform mit den Schwerpunkten:

- Digitale Lösungen 
- Prozesse & Abläufe Redaktion-, Shop- und Warenwirtschaft
- CRM und Finanzbuchhaltung
- Online-Marketing-Tools

betreiben. Für die kontinuierliche Entwicklung suchen in verschiedenen Positionen Unterstützung  für unser Team.
",11–50 Beschäftigte
35,https://de.linkedin.com/company/escape-gmbh-agenturfuersoftwareentwicklung?trk=public_jobs_topcard_logo,"PHOENIX Pharma Polska należy do Grupy PHOENIX, europejskiego lidera w świadczeniu zintegrowanych usług na rynku ochrony zdrowia.

* 152 centra dystrybucyjne 26 krajach
* w 12 krajach europejskich jest liderem w segmencie hurtu
* zaopatruje ponad 50,000 hurtowni w Europie
* blisko 9000 aptek w 15 krajach uczestniczących w autorskim programie partnerskim PHOENIX Pharmacy Partnership
* 136 000 000 pacjentów w aptekach rocznie
* oferuje ponad 140,000 artykułów w każdym kraju
* zatrudnia 34,145 pracowników
* w roku finansowym 2016/2017 przychód Grupy PHOENIX wyniósł 24.4 miliardy Euro",51–200 Beschäftigte
36,https://pl.linkedin.com/company/phoenix-pharma-polska?trk=public_jobs_topcard_logo,"💚 Hey, wir sind SCHEMA M. 
Mit unserem Team aus knapp über 40 smarten Köpfen, haben wir die Ehre Brands wie waterdrop, Rosental Organics, SNOCKS, AboutYou, yFood und einige weitere bei ihren Paid Social Ads zu unterstützen.

2021 war für eine wirkliche Achterbahnfahrt... 🎢

Januar 2021 waren wir noch zu dritt. Jetzt dürfen wir gemeinsam die spannendsten DTC Cases im deutschsprachigen Raum begleiten. 
Brands von 7-stellige auf 8-stellige oder auch 9-stellige Umsätze skalieren. Marken schaffen, Märkte erschließen und Arbeitsplätze kreieren. 

2022 geht mindestens genauso dynamisch weiter und wir sind weiter am Wachsen und auf der Suche nach den größten Talenten im eCommerce, die sich bei uns richtig weiterentwickeln wollen.

Unser Team besteht aus Spezialist*innen in den verschiedenste Disziplinen. 
Von Direkt-Marketer*innen, Media Buyer:innen, Copywriter*innen, Creative Spezialist*innen über Videograf:innen, Grafik Designer*innen und Content Creator*innen.

Die ideale Grundlage also um, mit spannenden Brands, hervorragende Produkte zu bewerben und zu verkaufen. 
Wir konzentrieren uns auf Themen, die wirklich einen Hebel haben: Creatives, die echten Bedarf erzeugen, den Algorithmus der Social-Media-Kanäle perfekt für unsere Kunden zu nutzen und wirklich nur das zu machen, was auf unsere Ziele einzahlt!

Danke dieser Team-Konstellation und unseres Fokus erzielen wir Ergebnisse, die unsere Kunden erfolgreich machen und unsere Marktbegleiter zum Nachahmen anregen. 😉

Vor allem im Bereich User-Generated Content haben wir den deutschsprachigen Markt nachhaltig geprägt und Performance-Rekorde für unsere Kunden gebrochen. ✅

Schreib uns gerne an und wir freuen uns auf den Kontakt!",11–50 Beschäftigte
37,https://de.linkedin.com/company/schema-m?trk=public_jobs_topcard_logo,"tellows is a German company, based in Leipzig. It provides a platform for an international community to find and share information on phone numbers. The site is active in 50 countries worldwide in their respective languages. 

Focusing on user experiences and caller behaviour, tellows collects detailed phone number information like caller names, types, evaluation, search history and location which allows a precise caller classification due to up-to-date data.

The company provides services to help privates, developers and businesses to identify and block unwanted calls. tellows developed an extensive API that allows to easily integrate its data in different solutions for landline, PBX, smartphone and mobile app.

Together with his partners, tellows has developed solutions to fight against unwanted calls, such as the Fritzbox router blacklist, the Gigaset Smart Call Block and many other products for landline and mobile phones.

Interested in joining the API partnership program? Visit https://www.tellows.de/c/about-tellows-uk/tellows-api-partnership-program/",2–10 Beschäftigte
38,https://de.linkedin.com/company/tellows?trk=public_jobs_topcard_logo,"Wir lösen die Herausforderungen im Recruiting und der Jobsuche – Unternehmen und Jobsuchende sollten einander einfach finden und kennenlernen können. 💡

Unternehmen stellen wir dazu alle wichtigen Werkzeuge zum Finden passender Mitarbeitender zur Verfügung. Unsere ganzheitliche Lösung verknüpft den Zugang zu Kanälen für mehr Reichweite mit einem Bewerbermanagementsystem für mehr Effizienz. Wir gehen auf individuelle Prozesse ein und beraten unsere Kunden, damit sie ein digitales und bewerberfreundliches Recruiting aufbauen können.

Mit unserer modernen Plattform vereinfachen wir für Jobsuchende und Berufstätige alle Bewerbungsprozesse und die Job- sowie Karriereplanung. Konkret heißt das: ein Profil für alle Bewerbungen, schnelle Kommunikationswege und kurze, präzise Fragen ersetzen das Anschreiben*. 

Egal in welcher Phase des Berufslebens – bei Workwise finden wir: Es lohnt sich über Job und Karriere zu sprechen. Wir interessieren uns für den Menschen, deshalb setzen wir uns für ein gleichberechtigtes Recruiting auf Augenhöhe ein. Modernste Technologie verbinden wir für unsere Kund:innen und für alle Jobsuchenden mit unserer persönlichen Betreuung.

Wir stehen immer für eine passende und nachhaltige Lösung für Unternehmen und Jobsuchende ein. ",201–500 Beschäftigte
39,https://de.linkedin.com/company/workwise-gmbh?trk=public_jobs_topcard_logo,"We are Ardekay Recruitment
Ardekay IT Recruitment is an international specialist recruitment consultancy organization that matches exceptional IT professionals with prestigious companies, across a range of different industries. We highly believe in specialization, thus we have recruitment consultants focusing on their own verticals and distinctive markets. This makes them experts in their own fields, with local market knowledge and large and relevant networks. This intelligence, in combination with proactive attitude and result-driven work ethics, makes sure that we can always deliver on what we promise: we will find that match, every single time!

Our Recruitment consultants specialists are experts in finding exceptional IT professionals, specializing in:
JAVA
PHP
SAP
.NET DEVELOPMENT
System administration

Ardekay Dusseldorf:
Website: www.ardekay.de
Email: info@ardekay.com
Tel: +49 211 38789595

Ardekay Frankfurt
Website: www.ardekay.de
Tel: +49 69 12006673
Email: info@ardekay.com

Ardekay Vienna
Website: www.ardekay.at
Tel: +43 720 815601
Email: info@ardekay.com




",51–200 Beschäftigte
40,https://nl.linkedin.com/company/ardekay?trk=public_jobs_topcard_logo,"Als Agentur für Social Media Aktivierung entwickeln wir mit Mut und Leidenschaft Social Media Kampagnen entlang der Customer Journey. Für unsere Kunden bewegen wir uns tagtäglich im Spannungsfeld zwischen Kreativität, KPI-getriebener Performance und Social Analytics. Mit unserem Ansatz erreichen wir Unternehmensziele in überdurchschnittlich kurzer Zeit.",11–50 Beschäftigte
41,https://de.linkedin.com/company/media-by-nature?trk=public_jobs_topcard_logo,"Als auf E-Commerce spezialisierte Digitalagentur betreut 7thSENSE internationale B2C und B2B E-Commerce Plattformen.
Zu den Kunden gehören u. a. WMF, Vaude, Kärcher, KJUS, Mephisto, Wiha Werkzeuge, Josera, NZZ, uvm. Von Markenführung, über Konzeption, UX / UI, Online-Marketing, Prozessdefinition und -optimierung, technische Umsetzung, Hosting bis hin zu Support übernimmt 7thSENSE alle Themen um den Bereich E-Commerce und führt mit agilen Methoden schnell und effizient zum Ziel. Dabei setzt 7thSENSE auf verschiedene Frameworks im Bereich E-Commerce, PIM, CMS oder iPaaS wie Adobe Commerce Cloud und Magento, Shopware, OroCommerce und OroCRM, Akeneo, TYPO3, Talend.
7thSENSE macht E-Commerce erfolgreich!

Datenschutzerklärung: https://www.7thsense.de/kontakt/datenschutz.html",11–50 Beschäftigte
