,Date,Company,Title,Location,Link
313,2023-04-17,EY,(Senior) Consultant Manufacturing - Supply Chain & Operations (w/m/d),Hamburg,https://de.linkedin.com/jobs/view/senior-consultant-manufacturing-supply-chain-operations-w-m-d-at-ey-2941114993?refId=QQwOyUR18bu%2BxpPP27il%2FQ%3D%3D&trackingId=DZNQjVbJ6%2F1rM77jGuKKoA%3D%3D&position=6&pageNum=21&trk=public_jobs_jserp-result_search-card
314,2023-05-02,MIMplus Technologies GmbH & Co. KG,Maschinenbautechniker (m/w/d) -Teamleitersupport in der Produktion,Ispringen,https://de.linkedin.com/jobs/view/maschinenbautechniker-m-w-d-teamleitersupport-in-der-produktion-at-mimplus-technologies-gmbh-co-kg-3594902014?refId=lgrSQn1SR14Wa2KAusW0Qg%3D%3D&trackingId=r%2FspP0uNtVB5M37AvAFRRg%3D%3D&position=11&pageNum=6&trk=public_jobs_jserp-result_search-card
315,2023-04-03,Voltfang,Werkstattmanagement / Product Development im Praktikum (w/d/m),Aachen,https://de.linkedin.com/jobs/view/werkstattmanagement-product-development-im-praktikum-w-d-m-at-voltfang-3584978157?refId=E83zs1RjiFyzZs4k042cOQ%3D%3D&trackingId=UdKgGeSvabmkzue%2BFPLaag%3D%3D&position=13&pageNum=3&trk=public_jobs_jserp-result_search-card
316,2023-04-20,Netze BW GmbH,Werkstudent Transformation Ausbildung (w/m/d),Esslingen am Neckar,https://de.linkedin.com/jobs/view/werkstudent-transformation-ausbildung-w-m-d-at-netze-bw-gmbh-3556410314?refId=QQwOyUR18bu%2BxpPP27il%2FQ%3D%3D&trackingId=fCQsgOOQLmfTsOYNmYXjgw%3D%3D&position=20&pageNum=21&trk=public_jobs_jserp-result_search-card
317,2023-05-05,DEKRA Arbeit Group,Industriemechaniker (m/w/d),Calw,https://de.linkedin.com/jobs/view/industriemechaniker-m-w-d-at-dekra-arbeit-group-3594427907?refId=kXI1PjNQ0rdHh8Iz9zTQVg%3D%3D&trackingId=xWE5h37XyoDItVKM5LE7Gw%3D%3D&position=2&pageNum=13&trk=public_jobs_jserp-result_search-card
318,2023-05-01,Donaldson Filtration Deutschland GmbH,Vertriebsingenieur Rauchabsaugung - Key Account Management / Home Office (m/w/d),Mönchengladbach,https://de.linkedin.com/jobs/view/vertriebsingenieur-rauchabsaugung-key-account-management-home-office-m-w-d-at-donaldson-filtration-deutschland-gmbh-3598180275?refId=DPJhLDMuwAOI7MizICjKnA%3D%3D&trackingId=gacgCD%2Bhj%2B5BhVBQSM7q8Q%3D%3D&position=17&pageNum=18&trk=public_jobs_jserp-result_search-card
319,2023-04-03,RWTH Aachen University,Wissenschaftliche/r Mitarbeiter/in (w/m/d) - Funktional Determinierte Additive Fertigung (FunkDAF),Aachen,https://de.linkedin.com/jobs/view/wissenschaftliche-r-mitarbeiter-in-w-m-d-funktional-determinierte-additive-fertigung-funkdaf-at-rwth-aachen-university-3586530440?refId=rU2kdgoR7UJ1SOtvRaTnKg%3D%3D&trackingId=bMW%2B0Ipmhc72aVx2PCJR1g%3D%3D&position=16&pageNum=1&trk=public_jobs_jserp-result_search-card
320,2023-04-25,Miltenyi Biotec,Masterand (m|w|d) Biotechnologie/Naturwisschnschaften,Bergisch Gladbach,https://de.linkedin.com/jobs/view/masterand-m-w-d-biotechnologie-naturwisschnschaften-at-miltenyi-biotec-3586200953?refId=J6zhS%2B19bu300JLXTIdGYQ%3D%3D&trackingId=usvLYTrWjRzVExM0uCGNOQ%3D%3D&position=25&pageNum=22&trk=public_jobs_jserp-result_search-card
321,2023-04-01,Fraunhofer Karriere,IT-SYSTEMADMINISTRATOR*IN,Hamburg,https://de.linkedin.com/jobs/view/it-systemadministrator-in-at-fraunhofer-karriere-3587664264?refId=sWB3HVlTLzYVwAum7d9SFA%3D%3D&trackingId=YQwlEc9SzT72Itk0NmUG5g%3D%3D&position=9&pageNum=20&trk=public_jobs_jserp-result_search-card
322,2023-05-08,Fraunhofer Karriere,WISSENSCHAFTLICHE HILFSKRAFT (M/W/D) IM BEREICH OPERATIONAL EXCELLENCE,Stuttgart,https://de.linkedin.com/jobs/view/wissenschaftliche-hilfskraft-m-w-d-im-bereich-operational-excellence-at-fraunhofer-karriere-3600015339?refId=uGmbgAvJsh6o8l%2BxbVmz%2FQ%3D%3D&trackingId=YtQNd8fqyjhgp5tacPhzdg%3D%3D&position=12&pageNum=16&trk=public_jobs_jserp-result_search-card
323,2023-04-29,Würth Deutschland,Praktikum Forschung und Entwicklung - Additive Fertigung,Künzelsau,https://de.linkedin.com/jobs/view/praktikum-forschung-und-entwicklung-additive-fertigung-at-w%C3%BCrth-deutschland-3584148272?refId=rU2kdgoR7UJ1SOtvRaTnKg%3D%3D&trackingId=rdpLvY17VmwTctzjkno%2FWA%3D%3D&position=10&pageNum=1&trk=public_jobs_jserp-result_search-card
324,2021-10-23,ABICOR BINZEL,Technischer Produktdesigner (m/w/d),Gröbenzell,https://de.linkedin.com/jobs/view/technischer-produktdesigner-m-w-d-at-abicor-binzel-2801985343?refId=WxYEAVLFP2Vs8s3dyyMbHw%3D%3D&trackingId=W19NRWjqFuUBACq48ldhuw%3D%3D&position=21&pageNum=2&trk=public_jobs_jserp-result_search-card
325,2023-04-01,Dell Technologies,Schülerpraktikum,Halle (Saale),https://de.linkedin.com/jobs/view/sch%C3%BClerpraktikum-at-dell-technologies-3587092141?refId=sWB3HVlTLzYVwAum7d9SFA%3D%3D&trackingId=85H%2FR%2B8N7E8Jc05Ep%2Fto8w%3D%3D&position=5&pageNum=20&trk=public_jobs_jserp-result_search-card
326,2023-03-26,igus GmbH,Ingenieur (m/w/d) für die Fabrikplanung,Köln,https://de.linkedin.com/jobs/view/ingenieur-m-w-d-f%C3%BCr-die-fabrikplanung-at-igus-gmbh-3574562884?refId=rU2kdgoR7UJ1SOtvRaTnKg%3D%3D&trackingId=fThLT4ZEn82M5jwTQ%2Bw8Kw%3D%3D&position=12&pageNum=1&trk=public_jobs_jserp-result_search-card
327,2023-05-08,ImplanTec GmbH,Zahntechniker/in für Keramik,Amstetten,https://de.linkedin.com/jobs/view/zahntechniker-in-f%C3%BCr-keramik-at-implantec-gmbh-3601273854?refId=65s%2B3euKYVnYpZHQMwNOdA%3D%3D&trackingId=rmvw5QiqMStffTmv2GiSHQ%3D%3D&position=1&pageNum=8&trk=public_jobs_jserp-result_search-card
328,2023-05-06,BFI Informationssysteme GmbH,Networking & Datacenter Engineer (m/w/d) - 050523-3-NBG,Nürnberg,https://de.linkedin.com/jobs/view/networking-datacenter-engineer-m-w-d-050523-3-nbg-at-bfi-informationssysteme-gmbh-3599848364?refId=sWB3HVlTLzYVwAum7d9SFA%3D%3D&trackingId=H9I5xr9gkIuaO8PuF11gJQ%3D%3D&position=13&pageNum=20&trk=public_jobs_jserp-result_search-card
329,2023-04-26,Orizon,Fertigungsplaner (m/w/d) für AIRBUS,Manching,https://de.linkedin.com/jobs/view/fertigungsplaner-m-w-d-f%C3%BCr-airbus-at-orizon-3582103509?refId=UFn2hY%2BKtRt7JSqdHmLydQ%3D%3D&trackingId=qg%2Bl7MdoFVqrUDxmlwvW9A%3D%3D&position=12&pageNum=4&trk=public_jobs_jserp-result_search-card
330,2023-04-28,Chemovator GmbH,Team-Assistenz in Vollzeit oder Teilzeit (m/w/d),Mannheim,https://de.linkedin.com/jobs/view/team-assistenz-in-vollzeit-oder-teilzeit-m-w-d-at-chemovator-gmbh-3529349344?refId=QQwOyUR18bu%2BxpPP27il%2FQ%3D%3D&trackingId=9djZbbRJ%2BhlWfDUintGG9g%3D%3D&position=13&pageNum=21&trk=public_jobs_jserp-result_search-card
331,2023-04-01,UnternehmerTUM,Mitarbeiter_in Fahrradwerkstatt (m/w/d),München,https://de.linkedin.com/jobs/view/mitarbeiter-in-fahrradwerkstatt-m-w-d-at-unternehmertum-3588409867?refId=At3kTRqxAB5fpwdYRZerKw%3D%3D&trackingId=AAKA6pTLSMbj2a7862Uh3A%3D%3D&position=6&pageNum=7&trk=public_jobs_jserp-result_search-card
332,2023-04-06,"KAUT-BULLINGER & Co., GmbH & Co. KG",Sales Support Specialist / Mitarbeiter Vertriebsinnendienst (m/w/d),Taufkirchen (Vils),https://de.linkedin.com/jobs/view/sales-support-specialist-mitarbeiter-vertriebsinnendienst-m-w-d-at-kaut-bullinger-co-gmbh-co-kg-3594612647?refId=sWB3HVlTLzYVwAum7d9SFA%3D%3D&trackingId=DFTA2%2B5JwYZvdrFTBf84cQ%3D%3D&position=21&pageNum=20&trk=public_jobs_jserp-result_search-card
333,2023-05-05,ProductionToGo GmbH & Subsidiaries,Technik & Support für die ProductionToGo GmbH,Karlsbad,https://de.linkedin.com/jobs/view/technik-support-f%C3%BCr-die-productiontogo-gmbh-at-productiontogo-gmbh-subsidiaries-3598182482?refId=ap3d2qZbJg09QAviHSTo5g%3D%3D&trackingId=%2Bs9uHGGI1vYPdMDouBY07Q%3D%3D&position=20&pageNum=14&trk=public_jobs_jserp-result_search-card
334,2023-05-08,Fraunhofer Karriere,Praktikum im Bereich Leichtbau,Stuttgart,https://de.linkedin.com/jobs/view/praktikum-im-bereich-leichtbau-at-fraunhofer-karriere-3599062809?refId=meYLFM1PgiIwa90U6KZThQ%3D%3D&trackingId=Qgi49nfHwsxZcKnqdHOOYw%3D%3D&position=4&pageNum=15&trk=public_jobs_jserp-result_search-card
335,2023-05-01,Donaldson Filtration Deutschland GmbH,Vertriebsingenieur Rauchabsaugung - Key Account Management / Home Office (m/w/d),Karlsruhe,https://de.linkedin.com/jobs/view/vertriebsingenieur-rauchabsaugung-key-account-management-home-office-m-w-d-at-donaldson-filtration-deutschland-gmbh-3598171199?refId=SNCMIVsbknkNOixzzDKKKA%3D%3D&trackingId=9ROF5XkvSN8WtjncbQTI4Q%3D%3D&position=25&pageNum=17&trk=public_jobs_jserp-result_search-card
336,2023-04-24,Verbatim GmbH,Werkstudent - Personalwesen / Administration (m/w/d),Eschborn,https://de.linkedin.com/jobs/view/werkstudent-personalwesen-administration-m-w-d-at-verbatim-gmbh-3598165391?refId=TIRSVYOTEjTjT5dCywl8cg%3D%3D&trackingId=S2V2Rit95H5AtH0ja5RKFA%3D%3D&position=8&pageNum=23&trk=public_jobs_jserp-result_search-card
337,2023-05-08,EY,(Senior) Consultant Manufacturing - Supply Chain & Operations (w/m/d),Berlin,https://de.linkedin.com/jobs/view/senior-consultant-manufacturing-supply-chain-operations-w-m-d-at-ey-2941121149?refId=sWB3HVlTLzYVwAum7d9SFA%3D%3D&trackingId=NyULFsebgxgJX7ZKMpuZkg%3D%3D&position=19&pageNum=20&trk=public_jobs_jserp-result_search-card
338,2023-05-03,igus GmbH,Entwicklungsingenieur (m/w/d) Schwerpunkt Produktentwicklung / Produktdesign für den Produktbereich Kugellager (xiros®),Köln,https://de.linkedin.com/jobs/view/entwicklungsingenieur-m-w-d-schwerpunkt-produktentwicklung-produktdesign-f%C3%BCr-den-produktbereich-kugellager-xiros%C2%AE-at-igus-gmbh-3594244316?refId=WxYEAVLFP2Vs8s3dyyMbHw%3D%3D&trackingId=OstL4Wk%2FwOV1ecx7ajEeHQ%3D%3D&position=1&pageNum=2&trk=public_jobs_jserp-result_search-card
339,2023-04-23,EY,(Senior) Consultant Services - Supply Chain & Operations (w/m/d),Berlin,https://de.linkedin.com/jobs/view/senior-consultant-services-supply-chain-operations-w-m-d-at-ey-2993439693?refId=TIRSVYOTEjTjT5dCywl8cg%3D%3D&trackingId=ti%2F4n1W9M%2B6yPiMjk28bpw%3D%3D&position=16&pageNum=23&trk=public_jobs_jserp-result_search-card
340,2023-05-07,Manndeckung GmbH,Entwicklungstechniker (m/w/d) - 3D-Druck,Ludwigsburg,https://de.linkedin.com/jobs/view/entwicklungstechniker-m-w-d-3d-druck-at-manndeckung-gmbh-3600630163?refId=WcYuFnpdXDeHbymBF0khgg%3D%3D&trackingId=NhQx652n1b9vcB5zyynT4w%3D%3D&position=4&pageNum=0&trk=public_jobs_jserp-result_search-card
341,2023-04-30,Wolf Kunststoff - Gleitlager GmbH,Konstrukteur m/w/d,Kerpen,https://de.linkedin.com/jobs/view/konstrukteur-m-w-d-at-wolf-kunststoff-gleitlager-gmbh-3591075885?refId=rU2kdgoR7UJ1SOtvRaTnKg%3D%3D&trackingId=YL7dio%2ByDNMW1GF3Yh6kXQ%3D%3D&position=9&pageNum=1&trk=public_jobs_jserp-result_search-card
342,2023-04-28,micro resist technology GmbH,Wissenschaftliche(r) Mitarbeiter*in (w/m/d),Berlin,https://de.linkedin.com/jobs/view/wissenschaftliche-r-mitarbeiter-in-w-m-d-at-micro-resist-technology-gmbh-3589272463?refId=WxYEAVLFP2Vs8s3dyyMbHw%3D%3D&trackingId=dZu8r6hSQzh5GLzPY88PdQ%3D%3D&position=14&pageNum=2&trk=public_jobs_jserp-result_search-card
343,2023-04-11,Bosch,Praktikum im Bereich Embedded Software 3D-Druck,Waiblingen,https://de.linkedin.com/jobs/view/praktikum-im-bereich-embedded-software-3d-druck-at-bosch-3583595088?refId=lgrSQn1SR14Wa2KAusW0Qg%3D%3D&trackingId=%2FcD%2BjvAbVxVEIq%2B0jGkl8A%3D%3D&position=12&pageNum=6&trk=public_jobs_jserp-result_search-card
344,2023-05-07,JOIN Solutions AG,Praktikant (m/w/d) im Bereich Lehramt/Pädagogik at fabmaker GmbH,Braunschweig,https://de.linkedin.com/jobs/view/praktikant-m-w-d-im-bereich-lehramt-p%C3%A4dagogik-at-fabmaker-gmbh-at-join-solutions-ag-3598903662?refId=sWB3HVlTLzYVwAum7d9SFA%3D%3D&trackingId=Q88k7%2BkWQQP%2BExZ6Tc3TYg%3D%3D&position=17&pageNum=20&trk=public_jobs_jserp-result_search-card
345,2023-05-05,DEKRA Arbeit Group,Zerspanungsmechaniker (m/w/d),Renningen,https://de.linkedin.com/jobs/view/zerspanungsmechaniker-m-w-d-at-dekra-arbeit-group-3594430795?refId=UFn2hY%2BKtRt7JSqdHmLydQ%3D%3D&trackingId=BZgugYs%2BvgsjnDGz1QwuJA%3D%3D&position=3&pageNum=4&trk=public_jobs_jserp-result_search-card
346,2023-05-01,Donaldson Filtration Deutschland GmbH,Vertriebsingenieur Rauchabsaugung - Key Account Management / Home Office (m/w/d),Bonn,https://de.linkedin.com/jobs/view/vertriebsingenieur-rauchabsaugung-key-account-management-home-office-m-w-d-at-donaldson-filtration-deutschland-gmbh-3598185863?refId=DPJhLDMuwAOI7MizICjKnA%3D%3D&trackingId=deoXICXfBxueMFZe%2F7eEZA%3D%3D&position=10&pageNum=18&trk=public_jobs_jserp-result_search-card
347,2023-04-27,YOU MAWO,Customer Support & Vertriebsinnendienst (m/w/d),Konstanz,https://de.linkedin.com/jobs/view/customer-support-vertriebsinnendienst-m-w-d-at-you-mawo-3589268097?refId=meYLFM1PgiIwa90U6KZThQ%3D%3D&trackingId=LovL7b87EOdJjjnADsS2nA%3D%3D&position=9&pageNum=15&trk=public_jobs_jserp-result_search-card
348,2023-04-17,Adecco,Produktionsmitarbeiter in der Elektromontage (m/w/d),Heimsheim,https://de.linkedin.com/jobs/view/produktionsmitarbeiter-in-der-elektromontage-m-w-d-at-adecco-3569835781?refId=%2FF9rOaAhMWv5J0wDiOEOnQ%3D%3D&trackingId=EOUrYyhcZQw3j9EwkiIT2g%3D%3D&position=2&pageNum=10&trk=public_jobs_jserp-result_search-card
349,2023-03-26,igus GmbH,PR Manager international Marketing (m/w/d),Köln,https://de.linkedin.com/jobs/view/pr-manager-international-marketing-m-w-d-at-igus-gmbh-3574563849?refId=ap3d2qZbJg09QAviHSTo5g%3D%3D&trackingId=bMRuu%2FKv9FKoz6e%2FpKIBRw%3D%3D&position=11&pageNum=14&trk=public_jobs_jserp-result_search-card
350,2023-03-29,BMW Group,Praktikant im Bereich Additive Manufacturing (w/m/x),München,https://de.linkedin.com/jobs/view/praktikant-im-bereich-additive-manufacturing-w-m-x-at-bmw-group-3581285468?refId=UFn2hY%2BKtRt7JSqdHmLydQ%3D%3D&trackingId=OUD8P4XTYNW6z6tjUGwH6g%3D%3D&position=1&pageNum=4&trk=public_jobs_jserp-result_search-card
351,2023-04-30,Randstad Deutschland,Mechatroniker (m/w/d),Lindau,https://de.linkedin.com/jobs/view/mechatroniker-m-w-d-at-randstad-deutschland-3588124250?refId=kXI1PjNQ0rdHh8Iz9zTQVg%3D%3D&trackingId=HuIxt2AWPP0oEhByHSDAzw%3D%3D&position=8&pageNum=13&trk=public_jobs_jserp-result_search-card
352,2023-03-29,"Bertrandt AG, Sucursal en España",Techniker Entwicklung Prüfmittel (m/w/d),Kempten,https://de.linkedin.com/jobs/view/techniker-entwicklung-pr%C3%BCfmittel-m-w-d-at-bertrandt-ag-sucursal-en-espa%C3%B1a-3575055635?refId=phBGpmgMXPWlN%2FUC9FO4vQ%3D%3D&trackingId=PO7muoFEhcIh9yZJd6Ec8w%3D%3D&position=14&pageNum=5&trk=public_jobs_jserp-result_search-card
353,2023-04-17,Festool,Praktikum Technologie und Innovation – Vorentwicklung (WiSe 23/24),Region Stuttgart,https://de.linkedin.com/jobs/view/praktikum-technologie-und-innovation-%E2%80%93-vorentwicklung-wise-23-24-at-festool-3569886102?refId=UFn2hY%2BKtRt7JSqdHmLydQ%3D%3D&trackingId=TgzX%2BD8oUmniFA3SiEqcNA%3D%3D&position=17&pageNum=4&trk=public_jobs_jserp-result_search-card
354,2023-04-25,Fraunhofer IGCV,Bachelorarbeit/ Masterarbeit: PROZESSOPTIMIERUNG IN DER ADDITIVEN FERTIGUNG,Augsburg,https://de.linkedin.com/jobs/view/bachelorarbeit-masterarbeit-prozessoptimierung-in-der-additiven-fertigung-at-fraunhofer-igcv-3458993115?refId=iGTJkA1dOwH7%2BbehvJloAw%3D%3D&trackingId=snmZYPeh9H04SIxxCO9yVA%3D%3D&position=15&pageNum=11&trk=public_jobs_jserp-result_search-card
355,2023-05-08,Protolabs - Europe,Account Manager (m/w/d),Metropolregion München,https://de.linkedin.com/jobs/view/account-manager-m-w-d-at-protolabs-europe-3601091441?refId=QQwOyUR18bu%2BxpPP27il%2FQ%3D%3D&trackingId=w0KsIgpzy7nIA0yiqwBoJg%3D%3D&position=18&pageNum=21&trk=public_jobs_jserp-result_search-card
356,2023-04-29,Manndeckung GmbH,Entwicklungsingenieur (m/w/d) - 3D-Druck,Waiblingen,https://de.linkedin.com/jobs/view/entwicklungsingenieur-m-w-d-3d-druck-at-manndeckung-gmbh-3593105709?refId=WcYuFnpdXDeHbymBF0khgg%3D%3D&trackingId=gHoyTW3gzbqHScuSoNI%2B1A%3D%3D&position=19&pageNum=0&trk=public_jobs_jserp-result_search-card
357,2023-04-01,Oerlikon,Senior Accountant (gn) - Raunheim/Barleben,Barleben,https://de.linkedin.com/jobs/view/senior-accountant-gn-raunheim-barleben-at-oerlikon-3587957274?refId=J6zhS%2B19bu300JLXTIdGYQ%3D%3D&trackingId=WXsFDkk8Kbv%2Fj5%2BkjTWUNA%3D%3D&position=18&pageNum=22&trk=public_jobs_jserp-result_search-card
358,2023-05-04,DEKRA Arbeit Group,Technischer Zeichner (m/w/d) Konstruktion,Magdeburg,https://de.linkedin.com/jobs/view/technischer-zeichner-m-w-d-konstruktion-at-dekra-arbeit-group-3592158914?refId=UFn2hY%2BKtRt7JSqdHmLydQ%3D%3D&trackingId=500NW0BmYW9YBdPUfOfFmw%3D%3D&position=14&pageNum=4&trk=public_jobs_jserp-result_search-card
359,2023-05-08,Freudenberg Group,Praktikum im Bereich Brennstoffzellenentwicklung (w/m/d),München,https://de.linkedin.com/jobs/view/praktikum-im-bereich-brennstoffzellenentwicklung-w-m-d-at-freudenberg-group-3599511660?refId=meYLFM1PgiIwa90U6KZThQ%3D%3D&trackingId=tQaaHpg3tWbSJECAGSVA5A%3D%3D&position=17&pageNum=15&trk=public_jobs_jserp-result_search-card
360,2023-05-08,Fraunhofer IPA,Studien-/Abschlussarbeit-Prozessentwicklung für ein 3D-inkjetbasiertes additives Fertigungsverfahren,Stuttgart,https://de.linkedin.com/jobs/view/studien-abschlussarbeit-prozessentwicklung-f%C3%BCr-ein-3d-inkjetbasiertes-additives-fertigungsverfahren-at-fraunhofer-ipa-3568526568?refId=iGTJkA1dOwH7%2BbehvJloAw%3D%3D&trackingId=vOpzGwMOVCzuGSDnmOPHRg%3D%3D&position=10&pageNum=11&trk=public_jobs_jserp-result_search-card
361,2023-05-02,expertum Gruppe,Maschinenbediener (m/w/d) Anlagen 3D Druck,Maisach,https://de.linkedin.com/jobs/view/maschinenbediener-m-w-d-anlagen-3d-druck-at-expertum-gruppe-3592715769?refId=65s%2B3euKYVnYpZHQMwNOdA%3D%3D&trackingId=xckDtfbmquJEdbTdhFLO7w%3D%3D&position=25&pageNum=8&trk=public_jobs_jserp-result_search-card
362,2023-04-14,igus GmbH,Sales Engineer (m/w/d) / Technischer Vertrieb im Außendienst für die Region Hannover,Hannover,https://de.linkedin.com/jobs/view/sales-engineer-m-w-d-technischer-vertrieb-im-au%C3%9Fendienst-f%C3%BCr-die-region-hannover-at-igus-gmbh-3563607953?refId=sWB3HVlTLzYVwAum7d9SFA%3D%3D&trackingId=q%2FYa0sTO8vmW42PyA1iVcw%3D%3D&position=10&pageNum=20&trk=public_jobs_jserp-result_search-card
363,2023-05-08,toolcraft AG,Maschinen- und Anlagenführer Additive Fertigung / 3D-Druck (m/w/d),Georgensgmünd,https://de.linkedin.com/jobs/view/maschinen-und-anlagenf%C3%BChrer-additive-fertigung-3d-druck-m-w-d-at-toolcraft-ag-3599506816?refId=WcYuFnpdXDeHbymBF0khgg%3D%3D&trackingId=2ECAuMoPaBlRaugzOgrf%2FA%3D%3D&position=2&pageNum=0&trk=public_jobs_jserp-result_search-card
364,2023-03-20,Schunk Group,Facharbeiter (m/w/d) 3D-Druck,Willich,https://de.linkedin.com/jobs/view/facharbeiter-m-w-d-3d-druck-at-schunk-group-3566167898?refId=At3kTRqxAB5fpwdYRZerKw%3D%3D&trackingId=5F2VdqbsXcuHZ2mFpS8%2FqQ%3D%3D&position=4&pageNum=7&trk=public_jobs_jserp-result_search-card
365,2023-04-22,Roche,"Ausbildung 2023: Produktionstechnologe:in, Standort Mannheim",Mannheim,https://de.linkedin.com/jobs/view/ausbildung-2023-produktionstechnologe-in-standort-mannheim-at-roche-3354879007?refId=TIRSVYOTEjTjT5dCywl8cg%3D%3D&trackingId=TSva%2BQFd0zvcnbG0A9%2F06A%3D%3D&position=23&pageNum=23&trk=public_jobs_jserp-result_search-card
366,2023-04-29,JOIN Solutions AG,"Technischer Vertriebsmitarbeiter/-in (m, w, d) at AM POLYMERS GmbH",Willich,https://de.linkedin.com/jobs/view/technischer-vertriebsmitarbeiter-in-m-w-d-at-am-polymers-gmbh-at-join-solutions-ag-3590472369?refId=DvHCQGn7vcNSSjcvqhb73A%3D%3D&trackingId=loq%2Buhye%2FRh6DIFt%2BN20tA%3D%3D&position=14&pageNum=9&trk=public_jobs_jserp-result_search-card
367,2023-05-05,ProductionToGo GmbH & Subsidiaries,Product Category Manager,Karlsbad,https://de.linkedin.com/jobs/view/product-category-manager-at-productiontogo-gmbh-subsidiaries-3598187088?refId=kXI1PjNQ0rdHh8Iz9zTQVg%3D%3D&trackingId=vzekshI2KKsY283mTa8McA%3D%3D&position=18&pageNum=13&trk=public_jobs_jserp-result_search-card
368,2023-04-17,igus GmbH,Elektroniker / Mechatroniker / Industriemechaniker (w/m/d) für die Instandhaltung unserer Spritzgussmaschinen,Köln,https://de.linkedin.com/jobs/view/elektroniker-mechatroniker-industriemechaniker-w-m-d-f%C3%BCr-die-instandhaltung-unserer-spritzgussmaschinen-at-igus-gmbh-3574562879?refId=lgrSQn1SR14Wa2KAusW0Qg%3D%3D&trackingId=CW28ZiSDIHEyesZ5uU54WA%3D%3D&position=5&pageNum=6&trk=public_jobs_jserp-result_search-card
369,2023-03-29,SMA Solar Technology AG,Mechatroniker *in / Maschinentechniker *in,Kassel,https://de.linkedin.com/jobs/view/mechatroniker-in-maschinentechniker-in-at-sma-solar-technology-ag-3581277653?refId=meYLFM1PgiIwa90U6KZThQ%3D%3D&trackingId=Kf5ODl%2F3aVoUfP2bbh8zLA%3D%3D&position=22&pageNum=15&trk=public_jobs_jserp-result_search-card
370,2023-05-03,Think3DDD GbR,Online Marketing Praktikant:in (m/f/d) 3D-Druck/Orthopädie/Startup - (Praktikum/Bachelor-/Masterarbeit),Deutschland,https://de.linkedin.com/jobs/view/online-marketing-praktikant-in-m-f-d-3d-druck-orthop%C3%A4die-startup-praktikum-bachelor-masterarbeit-at-think3ddd-gbr-3594213282?refId=At3kTRqxAB5fpwdYRZerKw%3D%3D&trackingId=%2BLo0SA0NCqONfpR7sKLNBA%3D%3D&position=17&pageNum=7&trk=public_jobs_jserp-result_search-card
371,2023-04-12,Fraunhofer Karriere,WISSENSCHAFTLICHE*R MITARBEITER*IN -PROZESS- UND APPLIKATIONSENTWICKLUNG,Hamburg,https://de.linkedin.com/jobs/view/wissenschaftliche-r-mitarbeiter-in-prozess-und-applikationsentwicklung-at-fraunhofer-karriere-3549100112?refId=lgrSQn1SR14Wa2KAusW0Qg%3D%3D&trackingId=pcpnrJ8YQEoRZArfxVxTOw%3D%3D&position=6&pageNum=6&trk=public_jobs_jserp-result_search-card
372,2023-04-03,Friedrich Georg Streifeneder KG,Orthopädietechnik-Mechaniker (m/w/d),München,https://de.linkedin.com/jobs/view/orthop%C3%A4dietechnik-mechaniker-m-w-d-at-friedrich-georg-streifeneder-kg-3589818149?refId=ap3d2qZbJg09QAviHSTo5g%3D%3D&trackingId=KD7Z6EH7TFqf3i57aFDBrw%3D%3D&position=15&pageNum=14&trk=public_jobs_jserp-result_search-card
373,2023-04-19,Protolabs - Europe,Werkzeugmechaniker (m/w/d),Eschenlohe,https://de.linkedin.com/jobs/view/werkzeugmechaniker-m-w-d-at-protolabs-europe-3416931422?refId=J6zhS%2B19bu300JLXTIdGYQ%3D%3D&trackingId=vGoMrnWr4xiDaR2KyDwRrg%3D%3D&position=2&pageNum=22&trk=public_jobs_jserp-result_search-card
374,2023-04-22,Manndeckung GmbH,Systemmonteur (m/w/d) - 3D-Druck,Ludwigsburg,https://de.linkedin.com/jobs/view/systemmonteur-m-w-d-3d-druck-at-manndeckung-gmbh-3581000042?refId=WcYuFnpdXDeHbymBF0khgg%3D%3D&trackingId=5nyDNnWAmlqXdCjwJ28ZiA%3D%3D&position=8&pageNum=0&trk=public_jobs_jserp-result_search-card
375,2023-05-03,JOIN Solutions AG,Mitarbeiter für Digitalisierung (m/w/d) at ReproCourier,Berlin,https://de.linkedin.com/jobs/view/mitarbeiter-f%C3%BCr-digitalisierung-m-w-d-at-reprocourier-at-join-solutions-ag-3595331004?refId=iGTJkA1dOwH7%2BbehvJloAw%3D%3D&trackingId=kusqRVGOzh%2B1aDZeW7gZKA%3D%3D&position=23&pageNum=11&trk=public_jobs_jserp-result_search-card
376,2023-04-29,Gallus Group,"Entwicklungsingenieur Mechanik/ Mechatronik (w, m, d)",Langgöns,https://de.linkedin.com/jobs/view/entwicklungsingenieur-mechanik-mechatronik-w-m-d-at-gallus-group-3590404986?refId=E83zs1RjiFyzZs4k042cOQ%3D%3D&trackingId=MO0zsnFDQGKxUQ1Ynuwd6Q%3D%3D&position=19&pageNum=3&trk=public_jobs_jserp-result_search-card
377,2023-03-26,igus GmbH,Initiativbewerbungen,Köln,https://de.linkedin.com/jobs/view/initiativbewerbungen-at-igus-gmbh-3574568105?refId=E83zs1RjiFyzZs4k042cOQ%3D%3D&trackingId=X14kpuWxoljtjhRdMOvkVA%3D%3D&position=1&pageNum=3&trk=public_jobs_jserp-result_search-card
